,Unnamed: 0,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ano,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_metereologico,fator_outro,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
36,36,40214,40214,40214,40214,40214,ACIDENTE,-7.9591666667,-53.2669444444,REDENÇÃO,PA,BRASIL,****,12/04/2010,19:30:00,SIM,FINALIZADA,A-069/CENIPA/2011,SIM,2011-08-29,1,1,NÃO,2010,"COORDENAÇÃO DE CABINE,INDISCIPLINA DE VOO,INFLUÊNCIA DO MEIO AMBIENTE,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",8,1,7,0,0,0,ADMINISTRAÇÃO INDIRETA,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1974.0,BRASIL,BRASIL,ADMINISTRAÇÃO INDIRETA,OURILÂNDIA DO NORTE,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
37,37,40264,40264,40264,40264,40264,ACIDENTE,-15.3105555556,-54.8991666667,CAMPO VERDE,MT,BRASIL,SWOZ,20/04/2010,16:30:00,SIM,FINALIZADA,A-033/CENIPA/2012,SIM,2012-03-22,2,1,NÃO,2010,"ATITUDE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,INFLUÊNCIA DO MEIO AMBIENTE,PERCEPÇÃO,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",7,5,2,0,0,0,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,6.0,1978.0,BRASIL,BRASIL,TÁXI AÉREO,ESTÂNCIA SANTA RITA,FAZENDA SANTO ANTÔNIO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
38,38,40267,40267,40267,40267,40267,INCIDENTE GRAVE,-13.0213888889,-38.6811111111,VERA CRUZ,BA,BRASIL,SNVR,04/04/2010,11:00:00,SIM,FINALIZADA,IG-580/CENIPA/2016,SIM,2018-12-04,2,1,NÃO,2010,"MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",3,1,2,0,0,0,***,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,PISTÃO,BIMOTOR,8.0,1973.0,BRASIL,BRASIL,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,LORENZO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
39,39,40269,40269,40269,40269,40269,INCIDENTE GRAVE,-16.36250,-48.91139,ANÁPOLIS,GO,BRASIL,SWNS,07/04/2010,19:30:00,SIM,FINALIZADA,IG-533/CENIPA/2018,NÃO,,1,1,SIM,2010,"MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",3,1,2,0,0,0,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,6.0,1979.0,BRASIL,BRASIL,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,ANÁPOLIS,POUSO,PRIVADA,LEVE,0
40,40,40270,40270,40270,40270,40270,INCIDENTE GRAVE,,,PIRASSUNUNGA,SP,BRASIL,SDPY,15/04/2010,20:15:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2010,"COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM,PESSOAL DE APOIO,SUPERVISÃO GERENCIAL",4,0,4,0,0,0,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1985.0,BRASIL,BRASIL,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,PARTIDA DO MOTOR,INSTRUÇÃO,SUBSTANCIAL,0
41,41,40271,40271,40271,40271,40271,ACIDENTE,-8.0958333333,-34.8916666667,RECIFE,PE,BRASIL,SNEM,21/04/2010,11:27:00,SIM,FINALIZADA,A-018/CENIPA/2011,SIM,2011-06-30,2,1,NÃO,2010,"APLICAÇÃO DE COMANDOS,ATITUDE,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,RELAÇÕES INTERPESSOAIS,SUPERVISÃO GERENCIAL",9,5,4,0,0,0,INSTRUÇÃO,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,2.0,1946.0,BRASIL,BRASIL,INSTRUÇÃO,ENCANTA MOÇA,FAZENDA BUSATO 1,DECOLAGEM,INSTRUÇÃO,LEVE,0
42,42,40316,40316,40316,40316,40316,INCIDENTE GRAVE,-19.76083,-42.63873,TIMÓTEO,MG,BRASIL,****,26/02/2010,14:40:00,SIM,FINALIZADA,IG-053/CENIPA/2013,SIM,2013-11-12,3,1,NÃO,2010,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,6.0,2006.0,BRASIL,BRASIL,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,POLICIAL,SUBSTANCIAL,0
43,43,40328,40328,40328,40328,40328,ACIDENTE,-13.40194,-46.08806,CORRENTINA,BA,BRASIL,****,15/04/2010,17:25:00,SIM,FINALIZADA,A-581/CENIPA/2016,SIM,2019-08-06,0,1,NÃO,2010,"INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",5,1,4,0,0,0,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1978.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
44,44,40350,40350,40350,40350,40350,INCIDENTE GRAVE,-3.442222,-60.35139,UIRAMUTÃ,RR,BRASIL,****,17/04/2010,20:30:00,SIM,FINALIZADA,I-035/CENIPA/2011,SIM,2016-04-29,0,1,NÃO,2010,"JULGAMENTO DE PILOTAGEM,OUTRO FATOR,SUPERVISÃO GERENCIAL",3,0,2,0,0,1,ADMINISTRAÇÃO INDIRETA,AVIÃO,BRITTEN-NORMAN,BN-2A-9,BN2P,PISTÃO,BIMOTOR,10.0,1971.0,BRASIL,BRASIL,ADMINISTRAÇÃO INDIRETA,ATLAS BRASIL CANTANHEDE,FORA DE AERODROMO,SUBIDA,PRIVADA,LEVE,0
45,45,40554,40554,40554,40554,40554,ACIDENTE,-22.4761111111,-44.4711111111,RESENDE,RJ,BRASIL,****,27/04/2010,18:47:00,SIM,FINALIZADA,A-114/CENIPA/2012,SIM,2012-10-17,8,1,NÃO,2010,"APLICAÇÃO DE COMANDOS,ATITUDE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,ESTADO EMOCIONAL,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PLANEJAMENTO DE VOO,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",13,7,6,0,0,0,ADMINISTRAÇÃO DIRETA,AVIÃO,AIR TRACTOR,AT-802,AT8T,TURBOÉLICE,MONOMOTOR,2.0,2003.0,BRASIL,BRASIL,ADMINISTRAÇÃO DIRETA,RESENDE,FORA DE AERODROMO,MANOBRA,POLICIAL,DESTRUÍDA,2
46,46,40572,40572,40572,40572,40572,ACIDENTE,-29.9938888889,-51.1711111111,PORTO ALEGRE,RS,BRASIL,SBPA,28/04/2010,14:10:00,SIM,FINALIZADA,A-528/CENIPA/2015,SIM,2015-06-06,0,1,NÃO,2010,"COMUNICAÇÃO,PERCEPÇÃO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSOS ORGANIZACIONAIS",4,3,1,0,0,0,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1982.0,BRASIL,BRASIL,INSTRUÇÃO,SALGADO FILHO,SALGADO FILHO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
47,47,40573,40573,40573,40573,40573,INCIDENTE GRAVE,-52.3822222222,-40.1294444444,ITAPETINGA,BA,BRASIL,****,01/05/2010,15:40:00,SIM,FINALIZADA,IG-070/CENIPA/2011,SIM,2011-08-29,2,1,NÃO,2010,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,172F,C172,PISTÃO,MONOMOTOR,4.0,1965.0,BRASIL,BRASIL,PARTICULAR,CIRILO QUEIRÓZ,BAHIA - JORGE AMADO,CRUZEIRO,PRIVADA,LEVE,0
48,48,40583,40583,40583,40583,40583,INCIDENTE,-12.90861,-38.32250,SALVADOR,BA,BRASIL,SBSV,30/04/2010,16:35:00,SIM,FINALIZADA,I-019/CENIPA/2011,SIM,2011-06-30,1,1,NÃO,2010,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0,ADMINISTRAÇÃO DIRETA,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,8.0,1996.0,BRASIL,BRASIL,ADMINISTRAÇÃO DIRETA,DEPUTADO LUÍS EDUARDO MAGALHÃES,PORTO SEGURO,DECOLAGEM,POLICIAL,LEVE,0
49,49,40621,40621,40621,40621,40621,INCIDENTE GRAVE,-21.83778,-46.56611,POÇOS DE CALDAS,MG,BRASIL,SBPC,05/05/2010,21:05:00,SIM,FINALIZADA,IG-546/CENIPA/2017,SIM,2018-05-10,0,1,NÃO,2010,"INFRAESTRUTURA AEROPORTUÁRIA,MANUTENÇÃO DE AERONAVE",2,0,2,0,0,0,***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,4.0,1980.0,BRASIL,BRASIL,PARTICULAR,MORADA NOVA DE MINAS,EMBAIXADOR WALTHER MOREIRA SALLES,POUSO,PRIVADA,LEVE,0
50,50,40732,40732,40732,40732,40732,INCIDENTE GRAVE,-12.7425,-38.1516666667,CAMAÇARI,BA,BRASIL,****,08/05/2010,15:05:00,SIM,FINALIZADA,IG-582/CENIPA/2016,SIM,2016-12-01,5,1,NÃO,2010,"ATITUDE,COORDENAÇÃO DE CABINE,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,DINÂMICA DE EQUIPE,ESQUECIMENTO DO PILOTO,MANUTENÇÃO DE AERONAVE,PERCEPÇÃO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",10,6,4,0,0,0,***,AVIÃO,CESSNA AIRCRAFT,150E,C150,PISTÃO,MONOMOTOR,2.0,1965.0,BRASIL,BRASIL,INSTRUÇÃO,DEPUTADO LUÍS EDUARDO MAGALHÃES,DEPUTADO LUÍS EDUARDO MAGALHÃES,MANOBRA,INSTRUÇÃO,NENHUM,0
51,51,40793,40793,40793,40793,40793,ACIDENTE,-10.7275,-48.3336111111,PORTO NACIONAL,TO,BRASIL,SBPN,07/05/2010,16:41:00,SIM,FINALIZADA,A-071/CENIPA/2011,SIM,2011-08-29,3,1,SIM,2010,"CULTURA ORGANIZACIONAL,ESTADO EMOCIONAL,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,PERCEPÇÃO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",7,4,3,0,0,0,INSTRUÇÃO,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,2.0,2008.0,BRASIL,BRASIL,INSTRUÇÃO,PORTO NACIONAL,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
52,52,40855,40855,40855,40855,40855,ACIDENTE,-3.0808333333,3.0808333333,MANAUS,AM,BRASIL,****,13/05/2010,18:58:00,SIM,FINALIZADA,A-044/CENIPA/2011,SIM,2011-08-01,4,1,NÃO,2010,"ATITUDE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS",10,4,5,0,0,1,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,7.0,1979.0,BRASIL,BRASIL,TÁXI AÉREO,FLORES,MAUÉS,SUBIDA,TÁXI AÉREO,DESTRUÍDA,6
53,53,41053,41053,41053,41053,41053,ACIDENTE,-25.0022222222,-53.5019444444,CASCAVEL,PR,BRASIL,SBCA,19/05/2010,08:10:00,SIM,FINALIZADA,A-034/CENIPA/2012,SIM,2012-03-22,2,1,NÃO,2010,"ATITUDE,CONDIÇÕES FÍSICAS DO TRABALHO,COORDENAÇÃO DE CABINE,CULTURA ORGANIZACIONAL,DINÂMICA DE EQUIPE,FADIGA,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,ILUSÕES VISUAIS,INDISCIPLINA DE VOO,INFLUÊNCIA DO MEIO AMBIENTE,INSTRUÇÃO,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,OUTRO FATOR,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",19,12,6,0,0,1,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-110P,E110,TURBOÉLICE,BIMOTOR,20.0,1976.0,BRASIL,BRASIL,TÁXI AÉREO,SOROCABA,ADALBERTO MENDES DA SILVA,POUSO,TÁXI AÉREO,DESTRUÍDA,0
54,54,41155,41155,41155,41155,41155,ACIDENTE,-23.3316666667,-46.9436111111,JUNDIAÍ,SP,BRASIL,SBJD,20/05/2010,19:35:00,SIM,FINALIZADA,A-070/CENIPA/2012,SIM,2012-07-03,5,1,SIM,2010,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,ESQUECIMENTO DO PILOTO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,OUTRO FATOR",6,0,5,0,0,1,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-42,***,PISTÃO,BIMOTOR,0.0,0.0,ESTADOS UNIDOS,ESTADOS UNIDOS,PARTICULAR,MUNICIPAL JOÃO WINCKLER,AEROPORTO ESTADUAL DE JUNDIAÍ,CORRIDA APÓS POUSO,***,SUBSTANCIAL,0
55,55,41179,41179,41179,41179,41179,INCIDENTE GRAVE,-15.8691666667,-47.9208333333,BRASÍLIA,DF,BRASIL,SBBR,20/05/2010,22:20:00,SIM,FINALIZADA,IG-010/CENIPA/2013,SIM,2013-09-22,8,1,NÃO,2010,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,REGULAR,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,107.0,1991.0,BRASIL,BRASIL,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,TANCREDO NEVES,CORRIDA APÓS POUSO,REGULAR,SUBSTANCIAL,0
56,56,41236,41236,41236,41236,41236,ACIDENTE,-10.2680555556,-36.3066666667,FELIZ DESERTO,AL,BRASIL,SNUZ,29/05/2010,09:55:00,SIM,FINALIZADA,A-062/CENIPA/2013,SIM,2013-12-30,3,1,NÃO,2010,"ATENÇÃO,ATITUDE,CARACTERÍSTICAS DA TAREFA,MEDICAMENTO,PERCEPÇÃO,SUPERVISÃO GERENCIAL",6,5,1,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1982.0,BRASIL,BRASIL,AGRÍCOLA,USINA CORURIPE,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,1
57,57,41374,41374,41374,41374,41374,ACIDENTE,-13.3763888889,-46.135,CORRENTINA,BA,BRASIL,****,26/05/2010,14:00:00,SIM,FINALIZADA,A-072/CENIPA/2011,SIM,2011-08-29,9,1,NÃO,2010,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS",7,2,4,0,0,1,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1980.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,1
58,58,41411,41411,41411,41411,41411,INCIDENTE GRAVE,-23.5069444444,-46.6341666667,SÃO PAULO,SP,BRASIL,SBMT,08/06/2010,19:30:00,SIM,FINALIZADA,IG-020/CENIPA/2011,SIM,2011-06-30,2,1,SIM,2010,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",6,0,6,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,3.0,1993.0,BRASIL,BRASIL,INSTRUÇÃO,CAMPO DE MARTE,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,LEVE,0
59,59,41480,41480,41480,41480,41480,INCIDENTE,-25.53167,-49.17611,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,SBCT,08/06/2010,23:07:00,SIM,FINALIZADA,I-095/CENIPA/2011,SIM,2011-11-04,1,1,NÃO,2010,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",5,0,5,0,0,0,***,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2008.0,BRASIL,BRASIL,REGULAR,SÍLVIO NAME JÚNIOR,AFONSO PENA,POUSO,REGULAR,LEVE,0
60,60,41552,41552,41552,41552,41552,ACIDENTE,-10.1025,-65.2261111111,NOVA MAMORÉ,RO,BRASIL,****,14/06/2010,14:25:00,SIM,FINALIZADA,A-084/CENIPA/2012,SIM,2012-08-29,9,1,NÃO,2010,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,OUTRO FATOR,PLANEJAMENTO GERENCIAL,SUPERVISÃO GERENCIAL",6,0,5,0,0,1,ESPECIALIZADA,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,6.0,1997.0,BRASIL,BRASIL,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,RETA FINAL,ESPECIALIZADA,NENHUM,1
61,61,41578,41578,41578,41578,41578,INCIDENTE GRAVE,-14.69083,-52.34917,NOVA XAVANTINA,MT,BRASIL,SWXV,15/06/2010,20:45:00,SIM,FINALIZADA,IG-530/CENIPA/2018,SIM,2019-03-11,1,1,NÃO,2010,"APLICAÇÃO DE COMANDOS,ATENÇÃO,ATITUDE,COORDENAÇÃO DE CABINE,ESQUECIMENTO DO PILOTO,JULGAMENTO DE PILOTAGEM",6,2,4,0,0,0,***,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1973.0,BRASIL,BRASIL,TÁXI AÉREO,CANARANA,XAVANTINA,POUSO,TÁXI AÉREO,LEVE,0
62,62,41749,41749,41749,41749,41749,ACIDENTE,-8.1263888889,-34.9227777778,RECIFE,PE,BRASIL,SBRF,04/07/2010,20:20:00,SIM,FINALIZADA,A-021/CENIPA/2011,SIM,2011-06-30,1,1,SIM,2010,"ATENÇÃO,ESTADO EMOCIONAL,INSTRUÇÃO,MOTIVAÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO",7,4,3,0,0,0,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,6.0,1986.0,BRASIL,BRASIL,PARTICULAR,GUARARAPES - GILBERTO FREYRE,PRESIDENTE JOÃO SUASSUNA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
63,63,41750,41750,41750,41750,41750,ACIDENTE,-22.9875,-43.37,RIO DE JANEIRO,RJ,BRASIL,SBJR,12/07/2010,19:53:00,SIM,FINALIZADA,A-133/CENIPA/2011,SIM,2011-12-21,3,1,NÃO,2010,"ATENÇÃO,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,ESTRESSE,FADIGA,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO GERENCIAL,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",10,6,4,0,0,0,INSTRUÇÃO,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,2.0,1988.0,BRASIL,BRASIL,INSTRUÇÃO,JACAREPAGUÁ,FORA DE AERODROMO,PAIRADO,INSTRUÇÃO,SUBSTANCIAL,0
64,64,41751,41751,41751,41751,41751,ACIDENTE,-22.8597222222,-46.0375,CAMANDUCAIA,MG,BRASIL,****,10/07/2010,18:20:00,SIM,FINALIZADA,A-132/CENIPA/2011,SIM,2011-12-21,9,1,NÃO,2010,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,2.0,1961.0,BRASIL,BRASIL,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,MONTE VERDE,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
65,65,41789,41789,41789,41789,41789,ACIDENTE,-2.5236111111,-44.1241666667,PAÇO DO LUMIAR,MA,BRASIL,****,10/07/2010,13:39:00,SIM,FINALIZADA,A-074/CENIPA/2011,SIM,2011-08-29,4,1,NÃO,2010,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",3,0,3,0,0,0,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182F,C182,PISTÃO,MONOMOTOR,4.0,1963.0,BRASIL,BRASIL,PARTICULAR,MARECHAL CUNHA MACHADO,CORONEL ALEXANDRE RAPOSO,SUBIDA,PRIVADA,SUBSTANCIAL,0
66,66,41829,41829,41829,41829,41829,ACIDENTE,23.3316666667,-46.9436111111,JUNDIAÍ,SP,BRASIL,SBJD,29/06/2010,19:20:00,SIM,FINALIZADA,A-506/CENIPA/2015,SIM,2015-07-21,2,1,SIM,2010,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",7,0,7,0,0,0,ADMINISTRAÇÃO DIRETA,AVIÃO,BEECH AIRCRAFT,300,BE30,TURBOÉLICE,BIMOTOR,10.0,1986.0,BRASIL,BRASIL,ADMINISTRAÇÃO DIRETA,AEROPORTO ESTADUAL DE JUNDIAÍ,SOROCABA,DECOLAGEM,NÃO REGULAR,SUBSTANCIAL,0
67,67,41832,41832,41832,41832,41832,INCIDENTE GRAVE,***,***,RONDONÓPOLIS,MT,BRASIL,****,05/07/2010,22:00:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2010,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,7.0,1984.0,BRASIL,BRASIL,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0
68,68,41834,41834,41834,41834,41834,INCIDENTE GRAVE,-25.1877777778,-50.1444444444,PONTA GROSSA,PR,BRASIL,SSZW,10/07/2010,20:35:00,SIM,FINALIZADA,IG-083/CENIPA/2011,SIM,2011-09-23,5,1,NÃO,2010,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,BRASIL,INSTRUÇÃO,COMANDANTE ANTONIO AMILTON BERALDO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,0
69,69,41837,41837,41837,41837,41837,INCIDENTE,-7.97583,-34.83833,OLINDA,PE,BRASIL,****,11/07/2010,11:50:00,SIM,FINALIZADA,I-036/CENIPA/2011,SIM,2011-07-21,8,1,NÃO,2010,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,INFLUÊNCIA DO MEIO AMBIENTE,JULGAMENTO DE PILOTAGEM",4,1,2,0,1,0,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,BELL HELICOPTER,407,B407,TURBOEIXO,MONOMOTOR,7.0,1999.0,BRASIL,BRASIL,ADMINISTRAÇÃO DIRETA,GUARARAPES - GILBERTO FREYRE,FORA DE AERODROMO,DECOLAGEM,POLICIAL,LEVE,0
70,70,41850,41850,41850,41850,41850,INCIDENTE GRAVE,-10.29,-48.3577777778,PALMAS,TO,BRASIL,SBPJ,15/07/2010,17:00:00,SIM,FINALIZADA,I-022/CENIPA/2011,SIM,2011-06-30,1,1,NÃO,2010,ESQUECIMENTO DO PILOTO,1,0,1,0,0,0,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,PISTÃO,MONOMOTOR,6.0,2004.0,BRASIL,BRASIL,PARTICULAR,BRIGADEIRO LYSIAS RODRIGUES,FAZENDA ELDORADO,PARTIDA DO MOTOR,PRIVADA,LEVE,0
